protein_id	WT_t1	WT_t2	WT_t3	WT_t4	HetEd_t1	HetEd_t2	HetEd_t3	HetEd_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HetRev_t1	HetRev_t2	HetRev_t3	HetRev_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0715	23.505	24.0368	23.9512	23.7043	23.7429	23.5048	23.4961	23.5794	23.6849	23.817	23.8264	23.8008	23.5522	23.7731	23.5754	23.7433	23.5335	23.6811	23.5879	23.9509
PROT_0716	24.8944	24.1661	24.916	24.6871	24.6036	24.5346	24.7099	24.6787	24.5972	24.9247	24.9002	24.7755	25.0022	24.4516	25.0686	24.817	25.0902	24.4951	24.641	24.6153
PROT_0717	22.1596	22.212	22.323	22.4057	22.4576	21.956	22.4312	22.5973	22.2561	21.9286	22.5865	22.2616	22.2873	22.6028	22.6775	22.2538	22.4401	22.2006	22.0749	22.1717
PROT_0718	26.3218	26.13	26.4092	26.1915	26.6937	26.4187	26.5124	26.2365	25.9938	25.9296	26.0701	25.9812	26.4505		26.2519	26.4192	26.3977	26.2868	26.4573	26.53
PROT_0719	27.4315	27.7444	27.3785	27.4067	27.6494	27.3131	27.4479	27.3692	27.3094	27.2719	27.3158	27.5754	27.8599	27.5177	27.5165	27.5976	27.389	27.5375	27.5108	27.3719
PROT_0720	22.8007	23.0	22.8472	22.9065	22.9758	22.6069	22.9537	23.0918	22.8681	23.091	23.161	22.8937	22.5406	22.9576	22.7826	23.2956	22.913	23.0191	23.3739	22.967
PROT_0721	19.6164	20.3473	20.2444	20.3747	19.8635				19.7659	20.1888		20.8966	19.7913	20.5596	20.2247	20.4331	20.1432	20.002	19.4457	20.4499
PROT_0722	22.6089	22.1406	22.6469	22.6476	22.7704	22.9915	23.0862	22.6401	22.8453	22.328	22.9651	22.8306	22.7808	22.7292	23.1919	22.9369	22.9228	22.1459	22.9863	22.4433
PROT_0723	22.5137	22.5374	23.1084	22.6863	22.8503	22.7986	23.0899	23.2763	23.166	23.0025	23.2834	22.9804	22.707	22.8965	22.7713	22.878	23.3702	22.9726	22.7342	22.8761
PROT_0724	24.4645	24.768	24.9552	24.9454	24.8418	24.7442	24.7811	24.9172	25.0734	24.9703	25.0457	24.7013	24.6688	25.1929	24.8892	24.4196	24.6326	25.0529	24.9217	24.6797
PROT_0725	25.7543	25.7163	25.6424	25.6409	26.0382	25.6822	25.7758	25.791	25.9385	26.2265	25.9216	25.8144	26.1356	25.8919	25.9996	25.9202	25.8224	25.6407	25.75	25.7017
PROT_0726	25.8455	25.6008	25.5337	25.7719	25.6795	25.629	25.5947	25.6059	25.457	25.4602	25.7354	25.6741	25.9468	26.137	25.7273	25.6734	25.723	25.7034	25.6643	25.7342
PROT_0727	25.6354	25.4533	25.7208	25.9169	25.8624	25.634	25.9346	26.025	25.784	26.073	25.7136	26.1786	26.1712	26.0216	25.8564	25.8775	26.178	25.9799	25.9282	25.9578
PROT_0728	24.8007	24.6675	24.6899	24.814	24.3027	24.6705	24.4558	24.7273	24.5361	24.6869	24.8006	24.8923	24.648	24.8445	24.4737	24.901	25.5523	25.7878	25.4008	25.2456
PROT_0729	18.7605			18.0116	18.8446							18.6629	18.3586							
PROT_0730		20.1477	20.2873	19.7523	21.2884	20.3829	20.2709	20.7876		20.6716	20.1708		20.3836	20.7934	20.9111	20.1967	20.3882	20.5257	20.5561	20.2082
PROT_0731	20.9682	21.5129	21.5341	21.8508	22.022	21.8524	21.7936	21.7351	21.4708	21.3918		21.1982	21.4502	21.8734	21.5405	21.5454	21.6029	21.671	21.8143	21.6309
PROT_0732	20.7368	20.7951	21.5357	20.5321	21.2581	20.6496	21.526	20.7812	20.7102	20.5391		20.9243		20.9617	20.7554	20.5722	20.8108	20.9776	21.3696	20.8226
PROT_0733	20.619	20.0202	21.3659	21.1967	21.4073	20.4981	21.1089	20.7791	20.6857	20.3142	21.1096	20.6449	20.4157	20.9906	20.5895	21.2014		20.2887	21.4809	20.2341
PROT_0734	24.6495	24.7997	24.7627	24.8363	24.6478	24.6132	24.6228	24.8258	24.8367	24.7023	24.5477	24.7182	24.5883	24.7626	24.742	24.7097	24.4593	24.8008	24.9526	24.6866
PROT_0735	20.8718	20.6867	21.2134		20.8543	20.6037	20.6503	20.7075	20.438	20.5595	20.659	20.6402	21.2421	20.5756	21.1515	20.6916	21.1318	20.937	20.6588	20.5919
PROT_0736	18.3307	18.9708			19.0954		19.0733	19.4757	19.0285	18.9986				19.234	18.946		19.1432	18.958		18.6937
PROT_0737	27.839	27.6007	27.7031	27.5652	27.5826	27.48	27.9226	27.6266	27.5328	27.5241	27.4556	27.6082	27.6769	27.6246	27.8744	27.3579	27.7803	27.679	27.6207	27.6754
PROT_0738	24.4402	24.0007	24.1385	24.6151	24.3055	24.4521	24.3684	24.2371		24.4688	24.3506	24.6494	24.1877	24.843	24.4413	24.9469	24.3317	24.5549	24.0573	24.3248
PROT_0739	23.8557	23.1265	24.0554	23.548	23.8877	23.7987	23.8392	23.6579	23.6302		23.5025	23.7658	23.7345	23.6015	23.7658	23.6072	23.6492	23.7356	23.4926	24.0388
PROT_0740	20.7437	20.1987	20.2923	19.8837	20.8092		20.8002	20.6337	19.7789	20.8354	20.9096	20.1456	20.5876	20.5422	20.7787		20.5484	20.5679	20.1645	20.7438
PROT_0741	23.0071	23.1005	23.258	23.0465	22.9261	22.9281	23.104	23.212	23.0319	23.4052	23.0342	23.2257	23.3384	23.2284	23.1236	23.3557	23.3355	23.322	23.4806	23.223
PROT_0742	25.5487	25.3682	25.4669	25.5072	25.6357	25.407	25.4568	25.4193	25.1614	25.242	25.51	25.5306	25.1185	25.3676	25.3936	25.5526	25.3397	25.2317	25.4405	25.5517
PROT_0743	21.6593	21.3932	21.5457	21.4678	22.266	21.1861	21.579	21.6964	21.2682	21.1243	21.6655	21.5288	20.885	21.5532	21.6642	22.0241	21.5752	21.4646	21.3982	21.444
PROT_0744	23.1172	23.2648	22.9365	23.2031	23.0907	23.0305	23.4365	23.2969	23.1079	23.2005	23.4854	23.3204	23.2613	23.6901	23.2674	23.5184	23.058	23.4629	23.0025	23.2326
PROT_0745		19.236	20.3339	20.4985	20.624	19.7626	20.3592	18.7731	19.6717	19.7608	19.8544	20.0076	19.9129	19.9203	19.5352		20.1509		19.9645	20.2646
PROT_0746	25.3151	25.3666	25.2666	25.28	25.4237	25.2199	25.2913	25.0607	25.2853	25.3643	25.5217	25.2083	25.3855	25.2948	25.4667	25.2841	25.1955	25.2658	25.6727	25.3101
PROT_0747	23.4259	23.2942	22.9825	23.5879	23.4506	23.0312	23.2536	22.7209	22.9498	23.7311	23.4302	23.5535	23.6814	23.2728	23.4585	23.1097	23.3074	22.9787	23.608	23.1089
PROT_0748	23.0463	23.1658	23.2256	23.236	23.574	23.3311	23.4701	23.2802	22.8944	23.268	23.1957	23.2027	23.0915	23.9651	23.3989	23.5379	22.9885	23.2749	23.2567	23.3887
PROT_0749	24.2747	24.3464	24.482	24.339	24.1232	24.0339	24.2017	24.1451	24.6047	24.3209	24.203	24.4019	24.4668	24.3304	24.5308	24.651	24.5763	24.3047	24.8895	24.2474
PROT_0750	25.0212	25.0131	24.9776	25.3054	25.1085	24.8968	25.2431	25.1378	25.1943	25.2843	25.002	25.0916	25.2499	25.4205	24.9639	25.5907	25.2458	25.0794	24.8805	25.2525
PROT_0751		17.8405		18.5644				17.828		17.6247				17.9055						18.4937
PROT_0752	18.2326			19.0825	18.8385		18.7854		19.0975			18.064	18.6159	18.9591		18.8234				18.2976
PROT_0753	26.2746	25.8607	26.335	26.3374	26.2799	25.9804	26.3069	26.1689	26.3706	26.0511	26.3608	26.1674	26.1964	25.9767	26.3934	26.1186	26.508	26.0773	26.3044	25.8648
PROT_0754	28.2943	28.6079	28.3945	28.9925	28.183	28.3767	28.2808	28.4569	28.1341	28.5509	28.3061	28.762	28.3418	28.5859	28.4464	28.1898	28.2928	28.3844	28.493	28.4225
PROT_0755	22.2863	21.346	21.7209	21.5615	21.7091	21.7273	21.4346	21.4976		21.6236	22.0371	21.9769	21.5938	22.2003	21.7786	21.5045	21.9053	21.9295	21.4148	22.043
PROT_0756	21.9163		21.6762	22.2131	22.1337	22.4288	22.281	22.2559	22.2909	22.2755	22.3782	22.2504	22.149	22.5936	21.7969	22.7093	22.0798	22.3625	22.23	22.3966
PROT_0757	26.0799	25.9823	26.0138	25.92	26.288	26.111	26.2252	25.9134	26.0527	25.857	25.9906	26.1752	25.9636	26.0166	25.8328	25.9723	26.009	26.1652	26.1268	25.9393
PROT_0758	27.5938	27.3495	27.3826	27.6758	28.6405	28.5418	28.3857	28.3478	27.8381	27.8842	28.0939	28.2803	27.6037	27.9156	27.7765	27.8029	27.7793	27.6105	27.5072	27.4365
PROT_0759	24.125	23.5933	24.1153	24.0098	23.7661	24.0749	23.6986	24.0951	23.8898	23.9747	24.1253	23.8361	24.3601	23.9687	23.9569	23.9056		24.1499	24.2064	24.1926
PROT_0760	21.8354	21.3776	21.6825	22.5308	21.9948	22.1235	22.2905	21.8647	21.7878	22.7875	21.3382	22.0471	21.7106	22.0069	21.9943	22.1268	21.8468		21.8173	22.0142
PROT_0761	23.0654		23.3028	22.8699	23.3684	23.2004	23.1179	22.9954	23.3735	23.3183	23.4943	23.0317	23.3218	23.5213	23.3192	23.4371	23.5954	23.1345	23.0614	23.592
PROT_0762	26.7236	26.5163	26.5364	26.573	26.8326	26.1679	26.3981	26.561	26.6362	26.4009	26.7439	26.6407	26.3904	26.6682	26.5296	26.4092	26.5652	26.6189	26.6133	26.4459
PROT_0763	22.0083	21.8012	22.1482	21.7021	22.1436	22.358	22.5557	22.1495	22.5215	22.0877	22.0754	22.0556	22.0868	22.1532	22.2661	21.7723	21.9646	21.7892	22.481	22.1989
PROT_0764	23.7696	23.6694	23.6872	23.8279	23.6668	23.5807	23.6587	23.8001	23.4901	23.7617	23.5985	23.8411	23.7438	23.8522	23.8359	23.933	23.436	23.7666	23.5235	24.0001
PROT_0765	27.2382	27.6093	27.063	27.6522	27.5145	27.3741	27.2574	27.5563	27.0235	27.3945	27.1819	27.5079	27.1699	27.6199	27.407	27.7195	27.2495	27.5707	27.2177	27.3814
PROT_0766	20.6349	21.2115	21.2534	20.9701	21.0417	21.3844	21.1389	20.9907	20.8143	20.6353	21.0599	20.8555	21.7346	21.469		20.8929	20.8291	20.6787		20.6479
PROT_0767	23.9626	23.8468	23.997	24.1086	23.8865	23.7288	23.579	23.7414	23.7764	23.9852	23.8193	23.715	23.8071	24.0915	24.2133	24.2559	23.9651	24.0487	23.8575	23.7904
PROT_0768	26.8218	26.622	27.0378	26.32	26.905	26.7105	27.0904	26.9058	26.5442	26.6234	26.7922	26.4164	26.7674	26.7481	26.5316	27.0205	26.946	26.6591	27.156	26.7156
PROT_0769		21.1024	20.5565	20.5838	21.1541		20.6993	21.4174	20.3083	20.6099	20.5114	21.5286		20.7816		20.5754	20.7469	20.6407	20.8118	20.9848
PROT_0770	26.8726	26.6809	26.6368	26.7387	27.7712	27.729	27.6305	27.7447	27.9253		27.7783	27.6781	27.517	27.7019	27.9626	27.7522	27.6132	27.4211	27.7549	27.3963
PROT_0771	17.1299				19.4186	19.1113			18.0146						19.032		18.7298	18.4984		17.5047
PROT_0772	23.5552	23.0346	22.8467	23.4436	22.9781	22.9717	23.7352	22.538	23.3058	22.7143	22.5185	22.8613	23.0318	22.8341	23.3398	22.9381	23.2137	22.8629	23.2425	22.8002
PROT_0773	22.301	22.1128	21.6608	21.8462	22.3186	21.9741	21.9597	22.3629	22.4736	22.1132	22.1306	22.168	21.8149	21.6848	21.7366	21.7574	22.1788	21.8407	22.372	21.865
PROT_0774	22.1035	22.0334	22.2871	21.9609		21.8845	22.2398	22.1748	22.2368	22.4084	22.3102	22.4046	22.2857	22.6963	22.3209	22.0629	22.4354	21.7205	22.5499	22.3275
PROT_0775	23.0994	23.791	23.168	23.6467	23.2531	23.2323	22.8942	23.4469	23.5566	23.2277	22.9076	23.346	23.244	23.4174	23.3897	23.223	23.1235	23.1257	23.1623	22.8805
PROT_0776	21.4432	21.4831	21.3871	21.9274	22.1407		21.2558	21.6558	21.6014	21.4112	21.2919	21.4191	21.5714			21.7264	21.834	21.6318	21.9924	21.9195
PROT_0777	21.912	21.9928	21.9628	22.0593			21.9763	21.639					21.665	21.7025	21.6072	21.0585	21.6711	21.387	22.0557	21.9674
PROT_0778	23.9774	24.2336	24.1476	24.2861	24.5145	23.7275	24.3589	23.9885	23.6504	23.6752	24.2105	23.8895	24.0544	24.5462	24.5413	24.4023	25.4178	25.1727	25.4366	25.0516
PROT_0779	21.8906	21.5743	21.6036	21.7071	21.5381	21.7918	21.8429	21.595	21.3751	21.7007	21.3939	21.9616	21.9564	22.104	21.5591	22.156	22.0582	21.6396	22.0811	22.0773
PROT_0780	24.6936		24.4676	24.5797	24.4611	24.6744	24.6229	24.6336	24.4114		24.7584	24.4352	24.3582	24.6313	24.3854	24.5143	24.469	24.4544	24.0636	24.5098
PROT_0781	24.202	23.9358	24.5395	24.4957	24.5914	24.0949	24.5846	24.2645	24.2062	24.0533	24.8273	24.1747	24.565	24.5235	24.2801	24.4605	24.7762	24.5775	24.4537	24.2145
PROT_0782	25.5934	25.4119	25.5043	25.5727	25.5069	25.6631	25.7657	25.3247	25.8836	25.5162	25.5401	25.3652	25.8351	25.3988	25.5312	25.4439	26.15	25.6783	25.9593	26.09
PROT_0783	23.1557	23.01	22.9284	23.1294	23.2149	23.4819		22.9667	22.9815	23.0019	22.5572	23.1094	23.5769	23.5767	23.4929	23.6244	22.7593	22.9837		23.0823
PROT_0784				19.3606		18.9931	19.1461	19.0548		18.8852			18.7372	19.7386	19.4293			18.5037	18.7607	
PROT_0785	21.3373	20.5113	21.1151	20.7686	20.8305	21.0103	21.0704	21.1779	20.883	21.0343	20.9827	21.0623	21.1704	21.5538	21.2743	20.9107	21.4736	20.831	21.0154	
PROT_0786	24.7995	25.2888	25.1674	25.2954	25.1265	25.0964	25.2041	25.3402	25.2116	25.2344	24.9872	25.3804	24.9464	25.3238	25.1873	25.1533	25.247	25.7821	25.2338	25.5253
PROT_0787	22.4829	22.6869	22.2758	22.5532	22.3959	22.7567	22.3853	22.7824	22.4314	22.5932	22.474	22.7336	22.2579	22.8848	22.807		22.788	22.2821	22.2489	22.6098
PROT_0788	22.891	23.6301	23.1846	23.584	23.4981	23.3976	22.9811	23.6286	23.025	23.3327	23.0988	23.76	23.0525	23.5678	22.9533	23.2924	23.6621	23.8322	23.0605	23.3254
PROT_0789	23.1415	22.9295	22.7477	23.3008	23.3039	23.3361	23.0645	22.9574	23.4291	22.8624	23.2466	22.8969	22.9543	23.5029	22.6742	23.0157	23.0771	23.1211	22.9674	22.9165
PROT_0790	22.3337	22.3879	22.4401	22.0552	22.5074	21.9477	22.232	22.3041	22.4073	21.9679	22.619	22.384	22.0415	22.1619	22.2123	22.1919	22.3048	22.2659	22.6714	22.2357
PROT_0791	24.8383	24.6996	25.1374	24.8631	25.3481	24.6574	24.8877	25.1078	24.9085	24.9084	25.0072	24.6575	24.857	24.4935	24.7279	24.8401	24.9356	24.6211	24.7915	25.1681
PROT_0792	20.6422	21.9275	20.5821	20.9725	20.6377	20.8375	20.7526	20.7586	21.127	21.1603	21.2612	21.0337		21.2885	21.4144	21.2565	21.1926	21.2244		20.8709
PROT_0793	19.9543		19.8235	19.8994	20.122			19.5095	19.2723	20.164		20.1518	20.1487	19.5033	19.5745	18.4792	20.0044		20.0397	19.7606
PROT_0794	19.4111		20.0763		19.55	19.9664		19.4845	19.4221	19.354	19.5155	19.0861		19.8546	20.3963	19.9272	19.9908		19.7716	
PROT_0795						18.1377	18.5168	18.3684	19.608	18.6321		17.8557			19.2189		18.4692	18.0245		
PROT_0796	23.5307	23.5778		23.5103	24.0094	23.2003	23.2511	23.4855	22.9672	23.1057	23.1723	23.2128	23.3528	23.3621	23.2528	23.2698	23.4502	23.4933	23.5846	23.5402
PROT_0797	26.4908	26.556	26.3477	26.7642	26.4289	26.759	26.5545	26.6293	26.4763	26.6644	26.8946	26.7922	26.729	26.7107	26.6345	26.4151	26.7414	26.5137	26.593	26.5706
PROT_0798	21.8914	21.3104	21.8281	22.1107	21.4886	21.4149	21.2702	21.5701	21.9162	21.9419	21.6527	21.6544	21.6692	21.8157	21.7851	21.9357	21.9748	21.6614	21.6485	21.0436
PROT_0799	22.823	22.5644	22.8554	23.2949	22.5126	22.8339	23.1218	23.1488	23.0282	22.8652	22.661	22.9447	22.9092	23.5417	23.1801	22.9781	22.888	23.2234	22.9659	23.0421
PROT_0800	22.1687	21.7186	21.9049	22.0001	22.1247	21.9728	21.4114	22.5336	21.6901	22.5585	22.4484	22.5234	21.6061	21.7124	21.763	21.3372	21.8728	22.0438	22.0582	21.9406
PROT_0801	20.4638	20.7488	20.2602	20.6483	21.02	20.8679	20.1734	21.0092		20.8243	20.788		20.9769	20.7589	20.8304	20.3632	20.8648	20.7998	20.644	20.4058
PROT_0802	26.4173	26.6134	26.6443	26.5806	26.6204	26.7107	26.4815	26.7822	26.2224	26.709	26.2793	26.9474	25.7549	25.6892	25.4685	25.7299	25.7201	25.8946	25.6497	25.7669
PROT_0803	21.8613	21.1706		21.4244	21.3038	21.0601	21.4132	21.6102	21.4265		21.2614	21.3776	21.3666	21.941	21.8825	21.7277	21.1222	21.0579	21.276	21.199
PROT_0804		18.1732		19.2703	19.5181			17.5499											18.903	
PROT_0805	25.2582	25.5062	25.047	25.482	25.3436	25.507	25.2613	25.6045	25.2011	25.5787	25.3148	25.9947	25.2478	25.4341	24.8911	25.2505	25.3802	25.7524	25.3463	25.3465
PROT_0806	22.7683	22.7589	22.7405	22.9141	23.1858	23.0436	22.9714	22.8878	23.0891	23.0741	22.9465	23.0687	22.7611	22.7821	22.9796	22.8968	23.063	22.972	22.743	23.0786
PROT_0807	23.9181	23.6443	24.3739	23.9194	23.9709	23.638	23.8472	23.7038	23.7293	23.4551	23.6958	23.8284	23.2991	23.8457	23.7691	23.7244	23.923	23.7807	23.9807	23.6442
PROT_0808	24.4965	25.1569	24.3906	24.411	24.9408		25.139	24.277	24.645	24.9081	24.648	24.9302	24.6629	24.9288	24.6906	25.0953	25.0188	24.8385	24.897	24.7273
PROT_0809	22.4298	22.8261	22.5821	22.513	22.4015	22.4626	22.6659	22.4413	22.0333	22.1897	22.3003	22.9106	22.2054	22.8833	22.2908	22.6794	21.8827	22.4702	22.483	22.4055
PROT_0810	22.5619	22.7998	22.4602	22.8819	23.0539	22.8311	22.6038	23.0828	22.811		22.7636	23.0548	23.0994	23.0678	22.8323	23.0276	23.2722	23.3117	22.7492	22.6361
PROT_0811	19.6633	19.7652	20.3094	19.8967	19.045		18.8763		19.2488	19.5822		20.4343		20.6286	19.4531		19.6796		19.7854	
PROT_0812	22.5658	21.5642	21.8851	21.9993	21.9382	21.4296	22.3019	21.7354	22.0689	21.6874	21.7867	21.6368	22.1846	21.948	21.5977	21.7223	21.4804	21.4947	21.2333	21.466
PROT_0813	20.0294		20.3583	19.7769	20.3231	19.6484		19.9297	19.5985	19.747		19.9328	20.1288	20.5328	20.166	19.7212			20.1631	19.9136
PROT_0814	25.498	25.7377	25.7039	25.7703	25.7502	25.6521	25.6234	25.4638	25.6156	25.3342	25.6452	25.5583	25.8031	25.8596	25.5972	25.784	25.9113	25.4818	25.7018	25.6025
PROT_0815	22.9929	23.1352	22.6839	23.2384	22.6142	22.7467	22.4179	22.8965	22.9109	22.8526	22.5922	22.6765	22.3515	23.0276	23.1547	22.6615	23.0323	23.1926	22.9409	22.886
PROT_0816	23.0401	22.5747	22.4545	22.374	22.7679	22.5561	22.733		22.6975	22.9124	22.843	22.7758	22.5661	22.8091	22.1827	22.5573	22.8687	22.5801		22.4544
PROT_0817	23.9649	24.2922	24.1071	24.51	24.2486	24.021	24.1567	24.1669	23.9833	24.0455	24.4451	24.0656	23.8267	23.9295	23.9007	24.0476	24.3797	24.0946	24.0613	24.4703
PROT_0818	22.5507	22.2184	22.5834	22.5738	22.7166	22.2892	22.7105	22.9908	22.2005	22.3812	22.5464	22.4926	22.1691	22.4959	22.6682	22.5351	22.4989	22.5781	22.2436	22.5856
PROT_0819	28.6099	28.0743	28.4023	28.3531	28.6532	28.081	28.3166	28.2193	28.7175	28.0546	28.3812	28.3843	28.5007	28.3489	28.6971	28.3871	28.4645	28.2366	28.3126	28.304
PROT_0820	25.2031	25.2991	25.1497	24.9517	25.4929	24.9398	25.3087	25.2982	25.7631	25.2767	25.6407	25.5814	25.2138	25.0889	25.3313	25.0375	25.4817	25.105	25.5436	25.1836
PROT_0821	21.8142	21.7445	21.3533	21.9454	21.876	21.8946	22.0328	21.5986	21.8765	21.572	22.1	22.0424	21.7047	21.9599	21.6428	21.9902	21.7079	21.4543	21.64	21.4042
PROT_0822	21.4276	21.6392	21.7533	21.6811	22.1771	21.4949		21.511	22.1997	21.6721	21.4501	21.8451	21.9908	22.1632	21.6547	21.7829	22.1164	21.3507	22.1048	21.7346
PROT_0823	27.1568	26.9974	26.9895	27.3426	27.0818	26.5285	26.9955	27.1509	27.3223	27.372	27.3366	27.3128	26.9335	26.87	26.7541	26.989	27.1878	26.8554	26.8244	26.7399
PROT_0824	24.3112	24.5806	23.7577	24.2455	24.4081	24.3344	24.381	24.762	24.296	24.7242	24.5741	24.4406	24.1977	24.1392	24.3671	24.4719	24.445	24.2533	24.3343	24.4161
PROT_0825		23.6559	23.4794	23.6697	23.2454	24.0284	23.6164	23.7255	23.5022	23.3519	23.5131	23.7849	23.6487	23.8273	23.8237	23.8931	23.3489	23.6015	23.7105	23.8479
PROT_0826	26.4474	26.411	26.6711	26.5671	26.4408	26.3326	26.4463	26.6883	26.2871	26.1851	26.3998	26.5447	26.6284	26.591	26.565	26.6551	26.7268	26.7618	26.7255	26.806
PROT_0827	24.0805	23.9767	23.9936	24.1569	23.9863	24.0168	24.1614	23.8028	24.2532	24.0429	23.9359	23.8728	23.1448	23.2824	23.2472	23.2019	23.4941		23.3681	23.1839
PROT_0828	22.4982	22.4992	22.4986	22.2074	22.0396	22.3567	22.096	22.4132	22.6473	22.3508	22.7105	22.3761	22.475	22.5299	22.3406	22.6871		22.35	22.3711	22.6869
PROT_0829	18.2843					18.3962		18.5419				17.9665				17.8645		19.3021		18.6459
PROT_0830	25.8683	25.4298	25.1556	25.2732	25.5684	25.7251	25.6102	25.4586	25.3237	25.3702	25.4821	25.6287	25.2056	25.3261	25.1011	25.3667	25.5255	25.1302	25.6279	25.5629
PROT_0831	25.3199	25.2347	25.379	25.3301	25.832	25.3231	25.4258	25.6866	25.5192	25.5037	25.4435	25.3162	25.0975	25.3915	25.3953	25.4314	25.5037	25.3126	25.2427	25.4757
PROT_0832	19.2449							18.2957	17.9193							19.5085				
PROT_0833						19.882	19.673				19.8234	19.5183		19.4926	19.7937	19.5265	19.8458	19.6756	19.2037	
PROT_0834	23.4947	23.586	23.2076	23.4157	23.5007	22.7567	23.3957	23.035	23.2925	23.4408	23.1534	23.2074	23.6654	23.3183	23.2161	23.4529	23.5494	23.3087	23.3602	23.3158
PROT_0835											17.0595		16.3787	17.6292	17.5762					
PROT_0836		19.6005	19.4648	19.5131	19.5745	19.6795			19.6879	19.492			20.1517	19.8188	19.9477			19.5853		
PROT_0837	20.3796	19.0565	19.8309	19.0805	20.3853	19.6649		19.8475	19.4972	20.5807	20.1855		19.1734	19.301	19.9391		20.1154	20.0379		20.1774
PROT_0838	23.0381	23.0877	22.698	22.7148	22.8116	22.8582	23.2181	23.467	23.0807	23.1135	22.6559	22.9189	23.1846	22.9363		22.9503		22.7828	22.7061	22.4311
PROT_0839	26.7798		26.2618	26.497	26.5854	26.4769	26.5486	26.8056	26.421	26.5776	26.4949	26.3384	26.6622	26.5351	26.3689	26.2776		26.4688	26.4149	26.8523
PROT_0840	22.1137	21.1592	21.7538	21.699	22.4522	21.5396	22.1289	21.7284	22.3028	22.0033	21.9547	21.2704	22.403	21.6984	22.1713	21.3631	22.2964	22.1056	22.1032	21.5479
PROT_0841	21.0704	20.7328		21.5185	20.9442	21.0408		20.584	21.2748	20.9003	20.926	21.1277	21.3157	21.1692	20.8657	20.8538	20.7196		21.2719	20.2264
PROT_0842	21.7409	21.9501	22.0904	21.7131	21.9647	22.1627	22.5553	22.3239	22.135	21.8247	21.8	22.2177	21.8948	21.5923	22.1905	21.7889	21.7341		21.8192	21.9473
PROT_0843	27.3849	27.3522	27.4103	27.4173	27.305	27.3959	27.4957	27.2159	27.5623	27.3935	27.3605	27.6145	27.2403	27.1537	27.2466	27.457	27.5067	27.4418	27.5268	
PROT_0844	23.1267	22.7471	22.8153	22.7388	23.028	23.0374	22.9909	22.7327	22.7305	23.1557	22.9853	23.2404	22.6283	22.9632	22.7727	23.0786	23.2134	23.0272	22.9945	23.0615
PROT_0845	18.4956	18.0107		19.1604		19.0359	18.8687	18.4694	17.4394	18.7482		19.1232	18.8847					17.7069	19.3122	
PROT_0846	25.2691	25.1081	25.0828	25.3805	25.3349	24.9068	25.2057	25.4678	25.1684	25.225	25.0843	25.2448	25.2997	25.4929	25.2156	25.2175	25.3585		25.3557	24.9441
PROT_0847		17.2901			16.4522			17.9264					16.5621							
PROT_0848		19.0253		18.9957	18.7343		18.4924		18.9068			18.9425		19.2997	18.5945			18.1672		
PROT_0849		23.6308	23.5285	23.7097	23.5276	23.6049	23.7464	23.9225	23.4109	23.7293	23.4309	23.6201	23.5829	23.3863	23.2238	23.7845	23.6005	23.4236	23.6097	23.9708
PROT_0850	22.0611	21.9734	21.9402	22.5051	22.0151	22.2215	22.3028	22.228	22.2771	22.157	21.8061	22.0768	22.1681	22.3102	21.5591	22.3939	21.7892	22.1805	22.0138	21.8831
PROT_0851	23.5032	23.5689	23.7907	23.5943	23.5126	23.7538	23.6982	23.7706	23.6039	23.4439	23.8044	23.7268	23.3354	23.7165	23.8781	23.3068	23.6071	23.4776	23.817	23.8228
PROT_0852	20.9784	20.9038	21.2324	20.7107	20.7419	21.0152	20.8519	20.572	21.1001	20.6056	20.9316	20.9198	20.2102	21.0185	21.1886	20.7448		21.3505	21.3583	20.3842
PROT_0853	26.4993		26.3944	26.3911	26.7012	26.4781	26.2719	26.7128	26.4063	26.4545	26.6556	26.3319	26.5888	26.6088	26.3035	26.4557	26.7698	26.6078	26.3836	26.3405
PROT_0854		22.7226	23.0176	22.7633	22.8748	23.1001	23.1224	22.8976	22.7998	22.8489	22.8417	22.922	22.4351	22.8718	22.7523	23.0515		23.0185	22.7759	23.04
PROT_0855	24.2029	24.6155	24.3746	24.2272	25.1157	24.6294	24.5246	24.7024	24.4019	24.7585	24.8462	24.5483	24.3166	24.947	24.6172	24.5984	24.5926	24.7933	24.2743	24.8624
PROT_0856	21.4654	21.4438	21.6865	21.8126	22.0938		21.791	21.4599	21.3931	21.2639	21.7465	21.9722	21.5566	21.8333	21.445	21.4197	21.8598	21.6681	21.7492	21.5769
PROT_0857	23.9419	23.9275	24.1309	24.2371	23.9491	24.2808	23.9284	23.6952		24.0027	24.1519	24.4018	23.9814	24.1309	24.3436	24.3997	23.6824	24.0588	23.8355	24.0493
PROT_0858	22.8793	22.672	22.621	23.1229	22.9631	22.8516	22.9074	22.7793	22.9496	22.8872	22.9175		22.8026	22.637	22.7957	22.5553	23.0398	22.64	22.7161	22.7782
PROT_0859	19.3814				18.7334		19.1853		19.2019	19.8164		18.7253	18.4086	19.1504	19.18	18.1987		19.3536	19.6444	18.9359
PROT_0860	19.7435		19.7255		20.3465	19.5276	19.191	19.9406	19.8961	19.0805	19.3091			20.1862	20.1426		19.4046	19.8077	19.8245	
